Original Name,Cleaned Name,Normalized (OLD),Normalized (NEW),Match OLD,Match NEW,Type OLD,Type NEW,Matched OLD,Matched NEW,Improvement,Partial Match,Similarity Score,Partial Matched Name,Partial Match Type
Super Sprint (rev 4),Super Sprint,supersprint,super sprint,1,1,main,main,Super Sprint,Super Sprint,SAME,0,,,
Super Stingray (Japan),Super Stingray,superstingray,super stingray,1,1,main,main,Super Stingray,Super Stingray,SAME,0,,,
Super Tank,Super Tank,supertank,super tank,1,1,main,main,Super Tank,Super Tank,SAME,0,,,
Super Toffy,Super Toffy,supertoffy,super toffy,1,1,main,main,Super Toffy,Super Toffy,SAME,0,,,
Super Trio,Super Trio,supertrio,super trio,1,1,main,main,Super Trio,Super Trio,SAME,0,,,
Super Triv (English questions),Super Triv,supertriv,super triv,0,0,,,,,SAME,0,,,
Super Visual Football European Sega Cup (Rev A),Super Visual Football European Sega Cup,supervisualfootballeuropeansegacup,super visual football european sega cup,0,0,,,,,SAME,0,,,
"Super Visual Soccer Sega Cup (US, Rev A)",Super Visual Soccer Sega Cup,supervisualsoccersegacup,super visual soccer sega cup,1,1,main,main,Super Visual Soccer: Sega Cup,Super Visual Soccer: Sega Cup,SAME,0,,,
Super Volleyball (Japan),Super Volleyball,supervolleyball,super volleyball,1,0,main,,Super Volley Ball,,WORSE,0,,,
Super Wing,Super Wing,superwing,super wing,1,1,main,main,Super Wing,Super Wing,SAME,0,,,
Super World Court (World),Super World Court,superworldcourt,super world court,1,1,main,main,Super World Court,Super World Court,SAME,0,,,
Super World Stadium (Japan),Super World Stadium,superworldstadium,super world stadium,1,1,main,main,Super World Stadium,Super World Stadium,SAME,0,,,
Super World Stadium '92 (Japan),Super World Stadium '92,superworldstadium92,super world stadium 92,1,1,main,main,Super World Stadium '92,Super World Stadium '92,SAME,0,,,
Super World Stadium '93 (Japan),Super World Stadium '93,superworldstadium93,super world stadium 93,1,1,main,main,Super World Stadium '93,Super World Stadium '93,SAME,0,,,
Super World Stadium '95 (Japan),Super World Stadium '95,superworldstadium95,super world stadium 95,1,1,main,main,Super World Stadium '95,Super World Stadium '95,SAME,0,,,
Super World Stadium '96 (Japan),Super World Stadium '96,superworldstadium96,super world stadium 96,1,1,main,main,Super World Stadium '96,Super World Stadium '96,SAME,0,,,
Super World Stadium '97 (Japan),Super World Stadium '97,superworldstadium97,super world stadium 97,1,1,main,main,Super World Stadium '97,Super World Stadium '97,SAME,0,,,
Super Xevious,Super Xevious,superxevious,super xevious,1,1,main,main,Super Xevious,Super Xevious,SAME,0,,,
Super Zaxxon (315-5013),Super Zaxxon,superzaxxon,super zaxxon,1,1,main,main,Super Zaxxon,Super Zaxxon,SAME,0,,,
Superbike,Superbike,superbike,superbike,1,1,main,main,Superbike,Superbike,SAME,0,,,
Superior Soldiers (US),Superior Soldiers,superiorsoldiers,superior soldiers,1,1,main,main,Superior Soldiers,Superior Soldiers,SAME,0,,,
Superman (World),Superman,superman,superman,1,1,main,main,Superman,Superman,SAME,0,,,
Super-X (NTC),Super-X,superx,super x,1,1,main,main,Super-X,Super-X,SAME,0,,,
Surf Planet (version 4.1),Surf Planet,surfplanet,surf planet,1,1,main,main,Surf Planet,Surf Planet,SAME,0,,,
Surprise Attack (World ver. K),Surprise Attack,surpriseattack,surprise attack,1,1,main,main,Surprise Attack,Surprise Attack,SAME,0,,,
Survival,Survival,survival,survival,1,1,main,main,Survival,Survival,SAME,0,,,
Survival Arts (World),Survival Arts,survivalarts,survival arts,1,1,main,main,Survival Arts,Survival Arts,SAME,0,,,
Susume! Mile Smile / Go Go! Mile Smile (newer),Susume! Mile Smile / Go Go! Mile Smile,susumemilesmilegogomilesmile,susume mile smile go go mile smile,0,0,,,,,SAME,0,,,
"Suzuka 8 Hours (World, Rev C)",Suzuka 8 Hours,suzuka8hours,suzuka 8 hours,1,1,main,main,Suzuka 8 Hours,Suzuka 8 Hours,SAME,0,,,
"Suzuka 8 Hours 2 (World, Rev B)",Suzuka 8 Hours 2,suzuka8hours2,suzuka 8 hours 2,1,1,main,main,Suzuka 8 Hours 2,Suzuka 8 Hours 2,SAME,0,,,
SWAT (315-5048),SWAT,swat,swat,1,1,main,main,SWAT,SWAT,SAME,0,,,
SWAT Police,SWAT Police,swatpolice,swat police,1,1,main,main,SWAT Police,SWAT Police,SAME,0,,,
Swimmer (set 1),Swimmer,swimmer,swimmer,1,1,main,main,Swimmer,Swimmer,SAME,0,,,
Swinging Singles (US),Swinging Singles,swingingsingles,swinging singles,1,1,main,main,Swinging Singles,Swinging Singles,SAME,0,,,
Syusse Oozumou (Japan),Syusse Oozumou,syusseoozumou,syusse oozumou,1,1,main,main,Syusse Oozumou,Syusse Oozumou,SAME,0,,,
Syvalion (Japan),Syvalion,syvalion,syvalion,1,1,main,main,Syvalion,Syvalion,SAME,0,,,
T.N.K III (US),T.N.K III,tnk3,t n k iii,1,1,main,main,T.N.K III,T.N.K III,SAME,0,,,
T.T Spacian Part-2,T.T Spacian Part-2,ttspacianpart2,t t spacian part 2,0,0,,,,,SAME,0,,,
Table Tennis Champions,Table Tennis Champions,tabletennischampions,table tennis champions,1,1,main,main,Table Tennis Champions,Table Tennis Champions,SAME,0,,,
Tac/Scan,Tac/Scan,tacscan,tac scan,1,1,main,main,Tac/Scan,Tac/Scan,SAME,0,,,
Tactician (set 1),Tactician,tactician,tactician,1,1,main,main,Tactician,Tactician,SAME,0,,,
Tag Team Wrestling,Tag Team Wrestling,tagteamwrestling,tag team wrestling,1,1,main,main,Tag Team Wrestling,Tag Team Wrestling,SAME,0,,,
Tail to Nose - Great Championship / Super Formula,Tail to Nose - Great Championship / Super Formula,tailtonosegreatchampionshipsuperformula,tail to nose great championship super formula,0,0,,,,,SAME,0,,,
Tailgunner,Tailgunner,tailgunner,tailgunner,1,1,main,main,TailGunner,TailGunner,SAME,0,,,
Taisen Tanto-R Sashissu!! (J 980216 V1.000),Taisen Tanto-R Sashissu!!,taisentantorsashissu,taisen tanto r sashissu,1,1,main,main,Taisen Tanto-R Sashissu!!,Taisen Tanto-R Sashissu!!,SAME,0,,,
Taisen Tokkae-dama (ver JAA),Taisen Tokkae-dama,taisentokkaedama,taisen tokkae dama,1,1,main,main,Taisen Tokkae-Dama,Taisen Tokkae-Dama,SAME,0,,,
Talbot,Talbot,talbot,talbot,1,1,main,main,Talbot,Talbot,SAME,0,,,
"Tang Tang (ver. 0526, 26052000)",Tang Tang,tangtang,tang tang,1,1,main,main,Tang Tang,Tang Tang,SAME,0,,,
Tangram Q,Tangram Q,tangramq,tangram q,1,1,main,main,Tangram Q,Tangram Q,SAME,0,,,
Tank 8 (set 1),Tank 8,tank8,tank 8,1,1,main,main,Tank 8,Tank 8,SAME,0,,,
Tank Battalion,Tank Battalion,tankbattalion,tank battalion,1,1,main,main,Tank Battalion,Tank Battalion,SAME,0,,,
Tank Busters,Tank Busters,tankbusters,tank busters,1,1,main,main,Tank Busters,Tank Busters,SAME,0,,,
"Tank Force (US, 2 Players)",Tank Force,tankforce,tank force,1,1,main,main,Tank Force,Tank Force,SAME,0,,,
"Tank Force (US, 4 Players)",Tank Force,tankforce,tank force,1,1,main,main,Tank Force,Tank Force,SAME,0,,,
Tao Taido (2 button version),Tao Taido,taotaido,tao taido,1,0,main,,Ta•o Taido,,WORSE,0,,,
"Tapper (Budweiser, 12784)",Tapper,tapper,tapper,1,1,main,main,Tapper,Tapper,SAME,0,,,
Tapper (Root Beer),Tapper,tapper,tapper,1,1,main,main,Tapper,Tapper,SAME,0,,,
Tapper (Suntory),Tapper,tapper,tapper,1,1,main,main,Tapper,Tapper,SAME,0,,,
Targ,Targ,targ,targ,1,1,main,main,Targ,Targ,SAME,0,,,
Target Ball '96,Target Ball '96,targetball96,target ball 96,1,1,main,main,Target Ball '96,Target Ball '96,SAME,0,,,
"Target Hits (ver 1.1, Checksum 5152)",Target Hits,targethits,target hits,1,1,main,main,Target Hits,Target Hits,SAME,0,,,
Task Force Harrier,Task Force Harrier,taskforceharrier,task force harrier,1,1,main,main,Task Force Harrier,Task Force Harrier,SAME,0,,,
Taxi Driver,Taxi Driver,taxidriver,taxi driver,1,1,main,main,Taxi Driver,Taxi Driver,SAME,0,,,
Tazz-Mania (set 1),Tazz-Mania,tazzmania,tazz mania,1,1,main,main,Tazz-Mania,Tazz-Mania,SAME,0,,,
Team Hat Trick (111684),Team Hat Trick,teamhattrick,team hat trick,1,1,main,main,Team Hat Trick,Team Hat Trick,SAME,0,,,
Tech Romancer (Europe 980914),Tech Romancer,techromancer,tech romancer,1,1,main,main,Tech Romancer,Tech Romancer,SAME,0,,,
Technical Bowling (J 971212 V1.000),Technical Bowling,technicalbowling,technical bowling,1,1,main,main,Technical Bowling,Technical Bowling,SAME,0,,,
"Tecmo Bowl (World, set 1)",Tecmo Bowl,tecmobowl,tecmo bowl,1,1,main,main,Tecmo Bowl,Tecmo Bowl,SAME,0,,,
Tecmo World Cup (Mega Play),Tecmo World Cup,tecmoworldcup,tecmo world cup,1,1,main,main,Tecmo World Cup,Tecmo World Cup,SAME,0,,,
Tecmo World Cup '90 (World set 1),Tecmo World Cup '90,tecmoworldcup90,tecmo world cup 90,1,1,main,main,Tecmo World Cup '90,Tecmo World Cup '90,SAME,0,,,
Tecmo World Cup '94 (set 1),Tecmo World Cup '94,tecmoworldcup94,tecmo world cup 94,1,1,main,main,Tecmo World Cup '94,Tecmo World Cup '94,SAME,0,,,
Tecmo World Cup '98 (JUET 980410 V1.000),Tecmo World Cup '98,tecmoworldcup98,tecmo world cup 98,1,1,main,main,Tecmo World Cup '98,Tecmo World Cup '98,SAME,0,,,
Tecmo World Cup Millennium (Japan),Tecmo World Cup Millennium,tecmoworldcupmillennium,tecmo world cup millennium,1,1,main,main,Tecmo World Cup Millennium,Tecmo World Cup Millennium,SAME,0,,,
"TeddyBoy Blues (315-5115, New Ver.)",TeddyBoy Blues,teddyboyblues,teddyboy blues,1,1,main,main,TeddyBoy Blues,TeddyBoy Blues,SAME,0,,,
Tee'd Off (World),Tee'd Off,teedoff,tee d off,1,1,main,main,Tee'd Off,Tee'd Off,SAME,0,,,
Teenage Mutant Hero Turtles - Turtles in Time (2 Players ver EBA),Teenage Mutant Hero Turtles - Turtles in Time,teenagemutantheroturtlesturtlesintime,teenage mutant hero turtles turtles in time,0,0,,,,,SAME,0,,,
"Teenage Mutant Hero Turtles (UK 2 Players, version U)",Teenage Mutant Hero Turtles,teenagemutantheroturtles,teenage mutant hero turtles,0,0,,,,,SAME,0,,,
Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA),Teenage Mutant Ninja Turtles - Turtles in Time,teenagemutantninjaturtlesturtlesintime,teenage mutant ninja turtles turtles in time,1,1,main,main,Teenage Mutant Ninja Turtles: Turtles in Time,Teenage Mutant Ninja Turtles: Turtles in Time,SAME,0,,,
"Teenage Mutant Ninja Turtles (World 4 Players, version X)",Teenage Mutant Ninja Turtles,teenagemutantninjaturtles,teenage mutant ninja turtles,1,1,main,main,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,SAME,0,,,
Tehkan World Cup (set 1),Tehkan World Cup,tehkanworldcup,tehkan world cup,1,1,main,main,Tehkan World Cup,Tehkan World Cup,SAME,0,,,
Teki Paki,Teki Paki,tekipaki,teki paki,1,1,main,main,Teki Paki,Teki Paki,SAME,0,,,
"Tekken 2 (US, TES3VER.A)",Tekken 2,tekken2,tekken 2,1,1,main,main,Tekken 2,Tekken 2,SAME,0,,,
Tel Jan,Tel Jan,teljan,tel jan,1,1,main,main,Tel Jan,Tel Jan,SAME,0,,,
"Tempest (rev 3, Revised Hardware)",Tempest,tempest,tempest,1,1,main,main,Tempest,Tempest,SAME,0,,,
Ten Spot,Ten Spot,tenspot,ten spot,1,1,main,main,Ten Spot,Ten Spot,SAME,0,,,
Tengai (World),Tengai,tengai,tengai,1,1,main,main,Tengai,Tengai,SAME,0,,,
Teraburst (19980717 ver UEL),Teraburst,teraburst,teraburst,1,1,main,main,Teraburst,Teraburst,SAME,0,,,
Terminator 2 - Judgment Day (rev LA4 08/03/92),Terminator 2 - Judgment Day,terminator2judgmentday,terminator 2 judgment day,1,1,main,main,Terminator 2: Judgment Day,Terminator 2: Judgment Day,SAME,0,,,
Terra Cresta (YM3526 set 1),Terra Cresta,terracresta,terra cresta,1,1,main,main,Terra Cresta,Terra Cresta,SAME,0,,,
Terra Force,Terra Force,terraforce,terra force,1,1,main,main,Terra Force,Terra Force,SAME,0,,,
Terranean (DECO Cassette) (US),Terranean,terranean,terranean,1,1,main,main,Terranean,Terranean,SAME,0,,,
Tetris (set 1),Tetris,tetris,tetris,0,0,,,,,SAME,0,,,
"Tetris (set 4, Japan, System 16A) (FD1094 317-0093)",Tetris,tetris,tetris,0,0,,,,,SAME,0,,,
Tetris Fighters,Tetris Fighters,tetrisfighters,tetris fighters,1,1,main,main,Tetris Fighters,Tetris Fighters,SAME,0,,,
Tetris Plus (ver 1.0),Tetris Plus,tetrisplus,tetris plus,1,1,main,main,Tetris Plus,Tetris Plus,SAME,0,,,
"Tetris Plus 2 (World, V2.8)",Tetris Plus 2,tetrisplus2,tetris plus 2,1,1,main,main,Tetris Plus 2,Tetris Plus 2,SAME,0,,,
Tetris The Grand Master (Japan 980710),Tetris The Grand Master,tetristhegrandmaster,tetris the grand master,1,1,main,main,Tetris: The Grand Master,Tetris: The Grand Master,SAME,0,,,
Tetris: The Absolute - The Grand Master 2,Tetris: The Absolute - The Grand Master 2,tetristheabsolutethegrandmaster2,tetris the absolute the grand master 2,1,1,main,main,Tetris the Absolute: The Grand Master 2,Tetris the Absolute: The Grand Master 2,SAME,0,,,
"TH Strikes Back (Non North America, Version 1.0, Checksum 020E0867)",TH Strikes Back,thstrikesback,th strikes back,1,1,main,main,TH Strikes Back,TH Strikes Back,SAME,0,,,
Thayer's Quest (set 1),Thayer's Quest,thayersquest,thayer s quest,1,1,main,main,Thayer's Quest,Thayer's Quest,SAME,0,,,
The Adventures of Robby Roto!,The Adventures of Robby Roto!,adventuresofrobbyroto,adventures of robby roto,1,1,main,main,The Adventures of Robby Roto!,The Adventures of Robby Roto!,SAME,0,,,
The Amazing Adventures of Mr. F. Lea,The Amazing Adventures of Mr. F. Lea,amazingadventuresofmrflea,amazing adventures of mr f lea,0,0,,,,,SAME,0,,,
The Astyanax (EPROM version),The Astyanax,astyanax,astyanax,1,1,main,main,Astyanax,Astyanax,SAME,0,,,
The Battle-Road,The Battle-Road,battleroad,battle road,1,1,main,main,The Battle-Road,The Battle-Road,SAME,0,,,
The Berenstain Bears in Bigpaw's Cave,The Berenstain Bears in Bigpaw's Cave,berenstainbearsinbigpawscave,berenstain bears in bigpaw s cave,1,0,main,,The Berenstain Bears in Big Paw's Cave,,WORSE,0,,,
The Berlin Wall,The Berlin Wall,berlinwall,berlin wall,1,1,main,main,The Berlin Wall,The Berlin Wall,SAME,0,,,
The Big Pro Wrestling! (set 1),The Big Pro Wrestling!,bigprowrestling,big pro wrestling,1,1,main,main,The Big Pro Wrestling!,The Big Pro Wrestling!,SAME,0,,,
The Block Kuzushi (Japan),The Block Kuzushi,blockkuzushi,block kuzushi,1,1,main,main,The Block Kuzushi,The Block Kuzushi,SAME,0,,,
The Bounty (set 1),The Bounty,bounty,bounty,1,1,main,main,The Bounty,The Bounty,SAME,0,,,
The Burning Cavern (310387),The Burning Cavern,burningcavern,burning cavern,1,1,main,main,The Burning Cavern,The Burning Cavern,SAME,0,,,
The Cliffhanger - Edward Randy (World ver 3),The Cliffhanger - Edward Randy,cliffhangeredwardrandy,cliffhanger edward randy,1,1,main,main,The Cliffhanger: Edward Randy,The Cliffhanger: Edward Randy,SAME,0,,,
"The Combatribes (US, rev 2, set 1)",The Combatribes,combatribes,combatribes,1,1,main,main,The Combatribes,The Combatribes,SAME,0,,,
The Crystal of Kings,The Crystal of Kings,crystalofkings,crystal of kings,1,1,main,main,The Crystal of Kings,The Crystal of Kings,SAME,0,,,
The Deep (Japan),The Deep,deep,deep,1,1,main,main,The Deep,The Deep,SAME,0,,,
The Destroyer From Jail (Korea),The Destroyer From Jail,destroyerfromjail,destroyer from jail,1,1,main,main,The Destroyer from Jail,The Destroyer from Jail,SAME,0,,,
"The Double Dynamites (Japan, 13NOV89)",The Double Dynamites,doubledynamites,double dynamites,1,1,main,main,Double Dynamites,Double Dynamites,SAME,0,,,
The Electric Yo-Yo (rev 1),The Electric Yo-Yo,electricyoyo,electric yo yo,1,1,main,main,The Electric Yo-Yo,The Electric Yo-Yo,SAME,0,,,
The Empire Strikes Back,The Empire Strikes Back,empirestrikesback,empire strikes back,0,0,,,,,SAME,0,,,
The End,The End,end,end,1,1,main,main,The End,The End,SAME,0,,,
The FairyLand Story,The FairyLand Story,fairylandstory,fairyland story,1,1,main,main,The Fairyland Story,The Fairyland Story,SAME,0,,,
The Fallen Angels (World) / Daraku Tenshi - The Fallen Angels (Japan),The Fallen Angels / Daraku Tenshi - The Fallen Angels,fallenangelsdarakutenshithefallenangels,fallen angels daraku tenshi the fallen angels,0,0,,,,,SAME,0,,,
The Final Round (version M),The Final Round,finalround,final round,1,1,main,main,The Final Round,The Final Round,SAME,0,,,
The Game Paradise - Master of Shooting! / Game Tengoku - The Game Paradise (ver 1.0),The Game Paradise - Master of Shooting! / Game Tengoku - The Game Paradise,gameparadisemasterofshootinggametengokuthegameparadise,game paradise master of shooting game tengoku the game paradise,0,0,,,,,SAME,0,,,
The Glob,The Glob,glob,glob,1,1,main,main,The Glob,The Glob,SAME,0,,,
The Grid (version 1.2),The Grid,grid,grid,1,1,main,main,GRID,GRID,SAME,0,,,
The Hand,The Hand,hand,hand,1,1,main,main,The Hand,The Hand,SAME,0,,,
The Invaders,The Invaders,invaders,invaders,1,1,main,main,The Invaders,The Invaders,SAME,0,,,
The Irem Skins Game (US set 1),The Irem Skins Game,iremskinsgame,irem skins game,1,1,main,main,The Irem Skins Game,The Irem Skins Game,SAME,0,,,
The Karate Tournament,The Karate Tournament,karatetournament,karate tournament,1,1,main,main,The Karate Tournament,The Karate Tournament,SAME,0,,,
The King of Dragons (World 910805),The King of Dragons,kingofdragons,king of dragons,1,1,main,main,The King of Dragons,The King of Dragons,SAME,0,,,
The Koukou Yakyuu,The Koukou Yakyuu,koukouyakyuu,koukou yakyuu,1,1,main,main,The Koukou Yakyuu,The Koukou Yakyuu,SAME,0,,,
The Last Apostle Puppetshow,The Last Apostle Puppetshow,lastapostlepuppetshow,last apostle puppetshow,1,0,main,,Last Apostle Puppet Show,,WORSE,0,,,
The Last Day (set 1),The Last Day,lastday,last day,1,1,main,main,The Last Day,The Last Day,SAME,0,,,
The Legend of Kage (rev 2),The Legend of Kage,legendofkage,legend of kage,1,1,main,main,The Legend of Kage,The Legend of Kage,SAME,0,,,
The Legend of Silkroad,The Legend of Silkroad,legendofsilkroad,legend of silkroad,1,1,main,main,The Legend of Silkroad,The Legend of Silkroad,SAME,0,,,
The Lost Castle In Darkmist,The Lost Castle In Darkmist,lostcastleindarkmist,lost castle in darkmist,1,1,main,main,The Lost Castle in Darkmist,The Lost Castle in Darkmist,SAME,0,,,
The Main Event (4 Players ver. Y),The Main Event,mainevent,main event,1,1,main,main,Main Event,Main Event,SAME,0,,,
The Masters of Kin,The Masters of Kin,mastersofkin,masters of kin,1,1,main,main,The Masters of Kin,The Masters of Kin,SAME,0,,,
"The NewZealand Story (World, new version) (P0-043A PCB)",The NewZealand Story,newzealandstory,newzealand story,1,1,main,main,The NewZealand Story,The NewZealand Story,SAME,0,,,
The Next Space (set 1),The Next Space,nextspace,next space,1,1,main,main,The Next Space,The Next Space,SAME,0,,,
The Ninja Kids (World),The Ninja Kids,ninjakids,ninja kids,1,1,main,main,The Ninja Kids,The Ninja Kids,SAME,0,,,
"The Ninja Warriors (World, later version)",The Ninja Warriors,ninjawarriors,ninja warriors,1,1,main,main,The Ninja Warriors,The Ninja Warriors,SAME,0,,,
"The Outfoxies (World, OU2)",The Outfoxies,outfoxies,outfoxies,1,1,main,main,The Outfoxies,The Outfoxies,SAME,0,,,
The Percussor,The Percussor,percussor,percussor,1,1,main,main,The Percussor,The Percussor,SAME,0,,,
The Pit,The Pit,pit,pit,1,1,main,main,The Pit,The Pit,SAME,0,,,
"The Real Ghostbusters (US 3 Players, revision 3B)",The Real Ghostbusters,realghostbusters,real ghostbusters,1,1,main,main,The Real GhostBusters,The Real GhostBusters,SAME,0,,,
The Return of Ishtar,The Return of Ishtar,returnofishtar,return of ishtar,1,1,main,main,The Return of Ishtar,The Return of Ishtar,SAME,0,,,
The Return of Lady Frog (set 1),The Return of Lady Frog,returnofladyfrog,return of lady frog,1,1,main,main,The Return of Lady Frog,The Return of Lady Frog,SAME,0,,,
"The Simpsons (4 Players World, set 1)",The Simpsons,simpsons,simpsons,1,1,main,main,The Simpsons,The Simpsons,SAME,0,,,
The Simpsons Bowling (GQ829 UAA),The Simpsons Bowling,simpsonsbowling,simpsons bowling,1,1,main,main,The Simpsons Bowling,The Simpsons Bowling,SAME,0,,,
