Original Name,Cleaned Name,Normalized (OLD),Normalized (NEW),Match OLD,Match NEW,Type OLD,Type NEW,Matched OLD,Matched NEW,Improvement,Partial Match,Custom Similarity Score,Jaro-Winkler Score,Partial Matched Name,Partial Match Type
Phantomas Saga Infinity (CEZ Games Studio),Phantomas Saga Infinity,phantomassagainfinity,Phantomas Saga Infinity,1,1,main,main,Phantomas Saga: Infinity,Phantomas Saga: Infinity,SAME,0,,,,
Pharaon (Loriciels) (France),Pharaon,pharaon,Pharaon,1,1,main,main,Pharaon,Pharaon,SAME,0,,,,
Phenix Noir (Chip) (France),Phenix Noir,phenixnoir,Phenix Noir,1,1,main,main,Phenix Noir,Phenix Noir,SAME,0,,,,
Phileas Fogg's Balloon Battles (Zeppelin Games),Phileas Fogg's Balloon Battles,phileasfoggsballoonbattles,Phileas Fogg s Balloon Battles,1,1,main,main,Phileas Fogg's Balloon Battles,Phileas Fogg's Balloon Battles,SAME,0,,,,
Philosopher's Quest (Topologika),Philosopher's Quest,philosophersquest,Philosopher s Quest,1,1,main,main,Philosopher's Quest,Philosopher's Quest,SAME,0,,,,
PHM Pegasus (Electronics Arts),PHM Pegasus,phmpegasus,PHM Pegasus,1,1,main,main,PHM Pegasus,PHM Pegasus,SAME,0,,,,
Phoenix (Europe),Phoenix,phoenix,Phoenix,0,0,,,,,SAME,1,0.31176470588235294,0.8552380952380954,Phenix Noir,main
Pick'n Pile (Ubi Soft),Pick'n Pile,picknpile,Pick n Pile,1,1,main,main,Pick 'n Pile,Pick 'n Pile,SAME,0,,,,
Pictionary : The Game of Quick Draw (Domark) (France),Pictionary : The Game of Quick Draw,pictionarythegameofquickdraw,Pictionary The Game of Quick Draw,1,1,main,main,Pictionary: The Game of Quick Draw,Pictionary: The Game of Quick Draw,SAME,0,,,,
Pinball Dreams,Pinball Dreams,pinballdreams,Pinball Dreams,1,1,main,main,Pinball Dreams,Pinball Dreams,SAME,0,,,,
Pinball Dreams,Pinball Dreams,pinballdreams,Pinball Dreams,1,1,main,main,Pinball Dreams,Pinball Dreams,SAME,0,,,,
Pinball Magic (Loriciels) (M2),Pinball Magic,pinballmagic,Pinball Magic,1,1,main,main,Pinball Magic,Pinball Magic,SAME,0,,,,
Pinball Power (Europe),Pinball Power,pinballpower,Pinball Power,0,0,,,,,SAME,1,0.33907692307692305,0.8884615384615385,Pinball Wizard,main
Pinball Wizard (CP Software),Pinball Wizard,pinballwizard,Pinball Wizard,1,1,main,main,Pinball Wizard,Pinball Wizard,SAME,0,,,,
Ping-Pong,Ping-Pong,pingpong,Ping Pong,1,1,main,main,Ping Pong,Ping Pong,SAME,0,,,,
Ping-Pong,Ping-Pong,pingpong,Ping Pong,1,1,main,main,Ping Pong,Ping Pong,SAME,0,,,,
Pink Panther (Magic Bytes),Pink Panther,pinkpanther,Pink Panther,1,1,main,main,Pink Panther,Pink Panther,SAME,0,,,,
Pipe Mania (Empire),Pipe Mania,pipemania,Pipe Mania,1,1,main,main,Pipe Mania!!,Pipe Mania!!,SAME,0,,,,
Pipeline (PC Amstrad International),Pipeline,pipeline,Pipeline,0,0,,,,,SAME,1,0.28758169934640526,0.85,Pipe Mania!!,main
Pirates! (Microprose Software),Pirates!,pirates,Pirates,1,1,main,main,Pirates!,Pirates!,SAME,0,,,,
Pit-Fighter (Domark) (Bugs),Pit-Fighter,pitfighter,Pit Fighter,1,1,main,main,Pit-Fighter,Pit-Fighter,SAME,0,,,,
"Plaga Galactica, La (Amsoft) (Spain)","Plaga Galactica, La",plagagalactica,Plaga Galactica La,0,0,,,,,SAME,1,0.2154285714285714,0.6024531024531025,Para Academy,main
Planetfall (Infocom),Planetfall,planetfall,Planetfall,1,1,main,main,Planetfall,Planetfall,SAME,0,,,,
Plasmatron (CRL Group),Plasmatron,plasmatron,Plasmatron,1,1,main,main,Plasmatron,Plasmatron,SAME,0,,,,
Platoon (Ocean Software),Platoon,platoon,Platoon,1,1,main,main,Platoon,Platoon,SAME,0,,,,
Play Bac (Microids) (France),Play Bac,playbac,Play Bac,1,1,main,main,Play Bac,Play Bac,SAME,0,,,,
Play Your Cards Right (Britannia Software),Play Your Cards Right,playyourcardsright,Play Your Cards Right,1,1,main,main,Play Your Cards Right,Play Your Cards Right,SAME,0,,,,
Playbox (Norsoft) (France),Playbox,playbox,Playbox,1,1,main,main,Playbox,Playbox,SAME,0,,,,
"Plot, The (Firebird)","Plot, The",plot,Plot The,1,0,main,,The Plot,,WORSE,1,1.0,1.0,The Plot,main
Plundered Hearts (Infocom),Plundered Hearts,plunderedhearts,Plundered Hearts,1,1,main,main,Plundered Hearts,Plundered Hearts,SAME,0,,,,
Pneumatic Hammers (Firebird),Pneumatic Hammers,pneumatichammers,Pneumatic Hammers,1,1,main,main,Pneumatic Hammers,Pneumatic Hammers,SAME,0,,,,
"Poder Oscuro, El (Zigurat Software) (Spain)","Poder Oscuro, El",poderoscuro,Poder Oscuro El,1,0,main,,El Poder Oscuro,,WORSE,1,1.0,1.0,El Poder Oscuro,main
Pogostick Olympics (Firebird),Pogostick Olympics,pogostickolympics,Pogostick Olympics,1,1,main,main,Pogostick Olympics,Pogostick Olympics,SAME,0,,,,
Poli Díaz (Opera Soft) (Spain) (Codes),Poli Díaz,polidiaz,Poli Di az,1,0,main,,Poli Diaz,,WORSE,1,1.0,1.0,Poli Diaz,main
Poogaboo (Opera Soft) (Spain),Poogaboo,poogaboo,Poogaboo,0,0,,,,,SAME,1,0.3,0.9,Poogaboo: La Pulga Ii,main
Popeye (Piranha),Popeye,popeye,Popeye,1,1,main,main,Popeye,Popeye,SAME,0,,,,
Popeye 2 (Alternative Software),Popeye 2,popeye2,Popeye 2,1,1,main,main,Popeye 2,Popeye 2,SAME,0,,,,
Popeye 3 : Wrestle Crazy (Alternative Software),Popeye 3 : Wrestle Crazy,popeye3wrestlecrazy,Popeye 3 Wrestle Crazy,1,0,main,,Popeye 3: WrestleCrazy,,WORSE,1,1.0,1.0,Popeye 3: WrestleCrazy,main
Pop-Up (Loriciels) (France),Pop-Up,popup,Pop Up,1,1,main,main,Pop-Up,Pop-Up,SAME,0,,,,
Poseidon (Coktel Vision) (France),Poseidon,poseidon,Poseidon,1,0,main,,Poseïdon,,WORSE,1,1.0,1.0,Poseïdon,main
Postman Pat (Alternative Software),Postman Pat,postmanpat,Postman Pat,1,1,main,main,Postman Pat,Postman Pat,SAME,0,,,,
Postman Pat 2 (Alternative Software),Postman Pat 2,postmanpat2,Postman Pat 2,1,1,main,main,Postman Pat 2,Postman Pat 2,SAME,0,,,,
Postman Pat 3 : To the Rescue (Alternative Software),Postman Pat 3 : To the Rescue,postmanpat3totherescue,Postman Pat 3 To the Rescue,1,1,main,main,Postman Pat 3: To the Rescue,Postman Pat 3: To the Rescue,SAME,0,,,,
Potsworth & Co. (Hi-Tec Software),Potsworth & Co.,potsworthco,Potsworth Co,1,1,main,main,Potsworth & Co,Potsworth & Co,SAME,0,,,,
Power Magic (Zigurat Software) (Spain),Power Magic,powermagic,Power Magic,1,1,main,main,Power Magic,Power Magic,SAME,0,,,,
Power Drift (Activision),Power Drift,powerdrift,Power Drift,1,1,main,main,Power Drift,Power Drift,SAME,0,,,,
Powerplay : The Game of the Gods (Arcana Software Design),Powerplay : The Game of the Gods,powerplaythegameofthegods,Powerplay The Game of the Gods,1,1,main,main,Powerplay: The Game of the Gods,Powerplay: The Game of the Gods,SAME,0,,,,
"Prayer Of The Warrior, The (ESP Soft) (Spain)","Prayer Of The Warrior, The",prayerofthewarrior,Prayer Of The Warrior The,1,0,main,,The Prayer of the Warrior,,WORSE,1,1.0,1.0,The Prayer of the Warrior,main
Predator (Activision),Predator,predator,Predator,1,1,main,main,Predator,Predator,SAME,0,,,,
Predator 2 (Image Works),Predator 2,predator2,Predator 2,1,1,main,main,Predator 2,Predator 2,SAME,0,,,,
Prehistorik (Titus),Prehistorik,prehistorik,Prehistorik,1,1,main,main,Prehistorik,Prehistorik,SAME,0,,,,
Prehistorik 2 (Titus) (M3),Prehistorik 2,prehistorik2,Prehistorik 2,1,1,main,main,Prehistorik 2,Prehistorik 2,SAME,0,,,,
"Prelude to Chaos, A","Prelude to Chaos, A",preludetochaos,Prelude to Chaos A,1,0,main,,A Prelude to Chaos,,WORSE,1,1.0,1.0,A Prelude to Chaos,main
"Prelude to Chaos, A","Prelude to Chaos, A",preludetochaos,Prelude to Chaos A,1,0,main,,A Prelude to Chaos,,WORSE,1,1.0,1.0,A Prelude to Chaos,main
President (Europe),President,president,President,1,1,main,main,President,President,SAME,0,,,,
Prince Of Persia,Prince Of Persia,princeofpersia,Prince Of Persia,1,0,main,,Prince of Persia,,WORSE,1,1.0,1.0,Prince of Persia,main
Prison Riot (Players),Prison Riot,prisonriot,Prison Riot,1,1,main,main,Prison Riot,Prison Riot,SAME,0,,,,
"Prize, The (Amsoft)","Prize, The",prize,Prize The,1,0,main,,The Prize,,WORSE,1,1.0,1.0,The Prize,main
Pro Golf - Pebble Beach (Atlantis Software),Pro Golf - Pebble Beach,progolfpebblebeach,Pro Golf Pebble Beach,0,0,,,,,SAME,1,0.2477124183006536,0.6875,Pro Golf Simulator,main
Pro Golf - Sunningdale (Atlantis Software),Pro Golf - Sunningdale,progolfsunningdale,Pro Golf Sunningdale,0,0,,,,,SAME,1,0.27647058823529413,0.85,Pro Golf Simulator,main
Pro Golf Simulator (Codemasters Software),Pro Golf Simulator,progolfsimulator,Pro Golf Simulator,1,1,main,main,Pro Golf Simulator,Pro Golf Simulator,SAME,0,,,,
Pro Mountain Bike Simulator (Alternative Software),Pro Mountain Bike Simulator,promountainbikesimulator,Pro Mountain Bike Simulator,1,1,main,main,Pro Mountain Bike Simulator,Pro Mountain Bike Simulator,SAME,0,,,,
Pro Power Boat Simulator,Pro Power Boat Simulator,propowerboatsimulator,Pro Power Boat Simulator,1,0,main,,Pro Powerboat Simulator,,WORSE,1,1.0,1.0,Pro Powerboat Simulator,main
Pro Skateboard Simulator (Codemasters Software),Pro Skateboard Simulator,proskateboardsimulator,Pro Skateboard Simulator,1,1,main,main,Pro Skateboard Simulator,Pro Skateboard Simulator,SAME,0,,,,
Pro Tennis Simulator (Codemasters Software),Pro Tennis Simulator,protennissimulator,Pro Tennis Simulator,1,1,main,main,Pro Tennis Simulator,Pro Tennis Simulator,SAME,0,,,,
Pro Tennis Tour (Ubi Soft),Pro Tennis Tour,protennistour,Pro Tennis Tour,1,1,main,main,Pro Tennis Tour,Pro Tennis Tour,SAME,0,,,,
Prodigy (Activision),Prodigy,prodigy,Prodigy,1,1,main,main,Prodigy,Prodigy,SAME,0,,,,
Profanation (Chip),Profanation,profanation,Profanation,1,1,main,main,Profanation,Profanation,SAME,0,,,,
Profanation 2 - Escape from Abu Simbel (4Mhz) (Spain),Profanation 2 - Escape from Abu Simbel,profanation2escapefromabusimbel,Profanation 2 Escape from Abu Simbel,1,1,main,main,Profanation 2: Escape from Abu Simbel,Profanation 2: Escape from Abu Simbel,SAME,0,,,,
Profesional Footballer (Europe),Profesional Footballer,profesionalfootballer,Profesional Footballer,0,0,,,,,SAME,1,0.48393234672304436,0.990909090909091,Professional Footballer,main
Professional Bmx Simulator (Codemasters Software),Professional Bmx Simulator,professionalbmxsimulator,Professional Bmx Simulator,1,0,main,,Professional BMX Simulator,,WORSE,1,1.0,1.0,Professional BMX Simulator,main
Professional Ski Simulator (Codemasters Software),Professional Ski Simulator,professionalskisimulator,Professional Ski Simulator,1,1,main,main,Professional Ski Simulator,Professional Ski Simulator,SAME,0,,,,
Professional Snooker Simulator (Magnificent 7),Professional Snooker Simulator,professionalsnookersimulator,Professional Snooker Simulator,0,0,,,,,SAME,1,0.4296703296703297,0.9124741200828157,Professional Ski Simulator,main
Prohibition (Infogrames) (M4),Prohibition,prohibition,Prohibition,1,1,main,main,Prohibition,Prohibition,SAME,0,,,,
Project Future (Gremlin Graphics Software),Project Future,projectfuture,Project Future,1,1,main,main,Project Future,Project Future,SAME,0,,,,
Protector (Mastertronic),Protector,protector,Protector,1,1,main,main,Protector,Protector,SAME,0,,,,
Psyborg (Loriciels),Psyborg,psyborg,Psyborg,1,1,main,main,Psyborg,Psyborg,SAME,0,,,,
Psycho City (Players),Psycho City,psychocity,Psycho City,1,1,main,main,Psycho City,Psycho City,SAME,0,,,,
Psycho Hopper (Mastertronic),Psycho Hopper,psychohopper,Psycho Hopper,1,1,main,main,Psycho Hopper,Psycho Hopper,SAME,0,,,,
Psycho Pigs UXB (US Gold),Psycho Pigs UXB,psychopigsuxb,Psycho Pigs UXB,1,1,main,main,Psycho Pigs UXB,Psycho Pigs UXB,SAME,0,,,,
Psycho Soldier (Ocean Software),Psycho Soldier,psychosoldier,Psycho Soldier,1,1,main,main,Psycho Soldier,Psycho Soldier,SAME,0,,,,
Pub Games (Europe),Pub Games,pubgames,Pub Games,1,1,main,main,Pub Games,Pub Games,SAME,0,,,,
Pub Trivia Simulator (Codemasters Software),Pub Trivia Simulator,pubtriviasimulator,Pub Trivia Simulator,1,1,main,main,Pub Trivia Simulator,Pub Trivia Simulator,SAME,0,,,,
Puffy's Saga (Ubi Soft),Puffy's Saga,puffyssaga,Puffy s Saga,1,1,main,main,Puffy's Saga,Puffy's Saga,SAME,0,,,,
Pulsator (Martech),Pulsator,pulsator,Pulsator,1,1,main,main,Pulsator,Pulsator,SAME,0,,,,
Pulsoids (Mastertronic),Pulsoids,pulsoids,Pulsoids,1,1,main,main,Pulsoids,Pulsoids,SAME,0,,,,
Punch & Judy (Alternative Software),Punch & Judy,punchjudy,Punch Judy,1,1,main,main,Punch & Judy,Punch & Judy,SAME,0,,,,
Punchy (Amsoft),Punchy,punchy,Punchy,1,1,main,main,Punchy,Punchy,SAME,0,,,,
Punk Star (Iber Soft) (Spain),Punk Star,punkstar,Punk Star,1,1,main,main,Punk Star,Punk Star,SAME,0,,,,
Purple Saturn Day (Ere Informatique),Purple Saturn Day,purplesaturnday,Purple Saturn Day,1,1,main,main,Purple Saturn Day,Purple Saturn Day,SAME,0,,,,
Puzznic (Ocean Software),Puzznic,puzznic,Puzznic,1,1,main,main,Puzznic,Puzznic,SAME,0,,,,
Pyjamarama (Mikrogen),Pyjamarama,pyjamarama,Pyjamarama,1,1,main,main,Pyjamarama,Pyjamarama,SAME,0,,,,
"Pyramides d'Atlantys, Les (Microids) (France)","Pyramides d'Atlantys, Les",pyramidesdatlantysles,Pyramides d Atlantys Les,0,0,,,,,SAME,1,0.2303030303030303,0.7503246753246753,A Peasant's Tale,main
Pyramydya (Bug-Byte Software),Pyramydya,pyramydya,Pyramydya,1,1,main,main,Pyramydya,Pyramydya,SAME,0,,,,
Python Pete (Europe),Python Pete,pythonpete,Python Pete,1,1,main,main,Python Pete,Python Pete,SAME,0,,,,
Q10 Tankbuster (Zeppelin Games),Q10 Tankbuster,q10tankbuster,Q10 Tankbuster,1,1,main,main,Q10 Tankbuster,Q10 Tankbuster,SAME,0,,,,
Qabbalah (Amsoft),Qabbalah,qabbalah,Qabbalah,1,1,main,main,Qabbalah,Qabbalah,SAME,0,,,,
Qin - L'Enigme De L'Armée De Pierre (ERE Informatique) (France),Qin - L'Enigme De L'Armée De Pierre,qinlenigmedelarmeedepierre,Qin L Enigme De L Arme e De Pierre,1,0,main,,Qin: L'énigme de l'armée de pierre,,WORSE,1,1.0,1.0,Qin: L'énigme de l'armée de pierre,main
Qor (Maltdale),Qor,qor,Qor,1,1,main,main,Qor,Qor,SAME,0,,,,
Quack (Europe),Quack,quack,Quack,0,0,,,,,SAME,1,0.31999999999999995,0.8483333333333334,Quad,main
Quack a Jack (Amsoft),Quack a Jack,quackajack,Quack a Jack,1,1,main,main,Quack a Jack,Quack a Jack,SAME,0,,,,
Quad (Microids) (France),Quad,quad,Quad,1,1,main,main,Quad,Quad,SAME,0,,,,
Quadrel (Loriciels) (France),Quadrel,quadrel,Quadrel,1,1,main,main,Quadrel,Quadrel,SAME,0,,,,
Quartet (Activision) (Bugs),Quartet,quartet,Quartet,1,1,main,main,Quartet,Quartet,SAME,0,,,,
Quaterne (Sprites) (France),Quaterne,quaterne,Quaterne,1,1,main,main,Quaterne,Quaterne,SAME,0,,,,
"Quest for the Golden Eggcup, The (Mastertronic)","Quest for the Golden Eggcup, The",questforthegoldeneggcup,Quest for the Golden Eggcup The,1,0,main,,The Quest for the Golden Eggcup,,WORSE,1,1.0,1.0,The Quest for the Golden Eggcup,main
Mindstone (The Edge),Mindstone,mindstone,Mindstone,1,1,main,main,Mindstone,Mindstone,SAME,0,,,,
"Question Of Scruples, A (Europe)","Question Of Scruples, A",questionofscruples,Question Of Scruples A,0,0,,,,,SAME,1,0.35151515151515156,0.9023931623931624,A Question of Sport,main
"Question of Sport, A (Elite Systems)","Question of Sport, A",questionofsport,Question of Sport A,1,0,main,,A Question of Sport,,WORSE,1,1.0,1.0,A Question of Sport,main
Questor (Cascade Games),Questor,questor,Questor,1,1,main,main,Questor,Questor,SAME,0,,,,
Questprobe featuring Human Torch and The Thing (US Gold),Questprobe featuring Human Torch and The Thing,questprobefeaturinghumantorchandthething,Questprobe featuring Human Torch and The Thing,1,1,main,main,Questprobe featuring Human Torch and The Thing,Questprobe featuring Human Torch and The Thing,SAME,0,,,,
Mindstone (The Edge) (France),Mindstone,mindstone,Mindstone,1,1,main,main,Mindstone,Mindstone,SAME,0,,,,
Quick Draw McGraw (Hi-Tec Software),Quick Draw McGraw,quickdrawmcgraw,Quick Draw McGraw,1,1,main,main,Quick Draw McGraw,Quick Draw McGraw,SAME,0,,,,
Quiwi (Kingsoft) (de),Quiwi,quiwi,Quiwi,0,0,,,,,SAME,1,0.21333333333333335,0.6333333333333333,Quad,main
Quiz Quest (Europe),Quiz Quest,quizquest,Quiz Quest,1,1,main,main,Quiz Quest,Quiz Quest,SAME,0,,,,
RBI Two Baseball (Domark),RBI Two Baseball,rbitwobaseball,RBI Two Baseball,0,0,,,,,SAME,1,0.3222222222222222,0.8622710622710623,R.B.I. Baseball Two,main
R.E.M. (Blaby Computer Games),R.E.M.,rem,R E M,1,1,main,main,R.E.M.,R.E.M.,SAME,0,,,,
"Race Against Time, The (Codemasters Software)","Race Against Time, The",raceagainsttime,Race Against Time The,1,0,main,,The Race Against Time,,WORSE,1,1.0,1.0,The Race Against Time,main
"Race, The (Players Premier Software)","Race, The",race,Race The,1,0,main,,The Race,,WORSE,1,1.0,1.0,The Race,main
Rad Ramp Racer (Mastertronic),Rad Ramp Racer,radrampracer,Rad Ramp Racer,1,1,main,main,Rad Ramp Racer,Rad Ramp Racer,SAME,0,,,,
Radius (Players),Radius,radius,Radius,1,1,main,main,Radius,Radius,SAME,0,,,,
Radzone (Mastertronic),Radzone,radzone,Radzone,1,1,main,main,Radzone,Radzone,SAME,0,,,,
Raid!!! (US Gold),Raid!!!,raid,Raid,1,1,main,main,Raid,Raid,SAME,0,,,,
Raid Sur Tenere (Coktel Vision) (France),Raid Sur Tenere,raidsurtenere,Raid Sur Tenere,1,0,main,,Raid sur Tenere,,WORSE,1,1.0,1.0,Raid sur Tenere,main
Rainbow Islands (Ocean Software),Rainbow Islands,rainbowislands,Rainbow Islands,1,1,main,main,Rainbow Islands,Rainbow Islands,SAME,0,,,,
Rally (CPC) (France),Rally,rally,Rally,0,0,,,,,SAME,1,0.3253968253968254,0.9111111111111111,Rally 3000,main
Rally Cross Challenge (Anco Software),Rally Cross Challenge,rallycrosschallenge,Rally Cross Challenge,1,1,main,main,Rally Cross Challenge,Rally Cross Challenge,SAME,0,,,,
Rally Driver (Hill MacGibbon),Rally Driver,rallydriver,Rally Driver,1,1,main,main,Rally Driver,Rally Driver,SAME,0,,,,
Rally II (Loriciels) (France),Rally II,rally2,Rally 2,0,0,,,,,SAME,1,0.3111111111111111,0.8777777777777778,Rally 3000,main
Grand Prix Rally II (Loriciels),Grand Prix Rally II,grandprixrally2,Grand Prix Rally 2,1,1,main,main,Grand Prix Rally II,Grand Prix Rally II,SAME,0,,,,
Rally Simulator (Zeppelin Games),Rally Simulator,rallysimulator,Rally Simulator,1,1,main,main,Rally Simulator,Rally Simulator,SAME,0,,,,
R.A.M. (Topo Soft) (Spain),R.A.M.,ram,R A M,1,1,main,main,R.A.M,R.A.M,SAME,0,,,,
"Ramblas, Investigador Privado - El Caso Vega (Mind Games Espana) (Spain)","Ramblas, Investigador Privado - El Caso Vega",ramblasinvestigadorprivadoelcasovega,Ramblas Investigador Privado El Caso Vega,0,0,,,,,SAME,1,0.3960573476702509,0.9444444444444444,Ramblas Investigador Privado,main
Rambo : First Blood Part II (Ocean Software),Rambo : First Blood Part II,rambofirstbloodpart2,Rambo First Blood Part 2,1,1,main,main,Rambo: First Blood Part II,Rambo: First Blood Part II,SAME,0,,,,
Rambo III (Ocean),Rambo III,rambo3,Rambo 3,1,1,main,main,Rambo III,Rambo III,SAME,0,,,,
Rampage (Activision),Rampage,rampage,Rampage,1,1,main,main,Rampage,Rampage,SAME,0,,,,
Ramparts (US Gold),Ramparts,ramparts,Ramparts,1,1,main,main,Ramparts,Ramparts,SAME,0,,,,
Rana Rama (Hewson Consultants),Rana Rama,ranarama,Rana Rama,1,1,main,main,Rana Rama,Rana Rama,SAME,0,,,,
Rasputin (Firebird),Rasputin,rasputin,Rasputin,1,1,main,main,Rasputin,Rasputin,SAME,0,,,,
Rastan (Ocean Software),Rastan,rastan,Rastan,1,1,main,main,Rastan,Rastan,SAME,0,,,,
Raster Runner (Mastertronic),Raster Runner,rasterrunner,Raster Runner,1,1,main,main,Raster Runner,Raster Runner,SAME,0,,,,
Rasterscan (Mastertronic),Rasterscan,rasterscan,Rasterscan,1,1,main,main,Rasterscan,Rasterscan,SAME,0,,,,
Rat Connection (MBC Informatique) (France),Rat Connection,ratconnection,Rat Connection,1,1,main,main,Rat Connection,Rat Connection,SAME,0,,,,
Rath-Tha (Positive) (Spain),Rath-Tha,raththa,Rath Tha,1,1,main,main,Rath-Tha,Rath-Tha,SAME,0,,,,
"Real Ghostbusters, The (Activision)","Real Ghostbusters, The",realghostbusters,Real Ghostbusters The,1,0,main,,The Real Ghostbusters,,WORSE,1,1.0,1.0,The Real Ghostbusters,main
"Real Stunt Experts, The (Alternative Software)","Real Stunt Experts, The",realstuntexperts,Real Stunt Experts The,1,0,main,,The Real Stunt Experts,,WORSE,1,1.0,1.0,The Real Stunt Experts,main
Realm (Firebird),Realm,realm,Realm,1,1,main,main,Realm,Realm,SAME,0,,,,
Rebel Planet (US Gold),Rebel Planet,rebelplanet,Rebel Planet,1,1,main,main,Rebel Planet,Rebel Planet,SAME,0,,,,
Reckless Rufus (Alternative Software),Reckless Rufus,recklessrufus,Reckless Rufus,1,1,main,main,Reckless Rufus,Reckless Rufus,SAME,0,,,,
"Red Arrows, The (Database Educational Software)","Red Arrows, The",redarrows,Red Arrows The,1,0,main,,Red Arrows,,WORSE,1,1.0,1.0,Red Arrows,main
Red Coats (Europe),Red Coats,redcoats,Red Coats,1,1,main,main,Red Coats,Red Coats,SAME,0,,,,
Red Heat (Ocean Software),Red Heat,redheat,Red Heat,1,1,main,main,Red Heat,Red Heat,SAME,0,,,,
Red L.E.D. (Starlight Software),Red L.E.D.,redled,Red L E D,1,1,main,main,Red L.E.D.,Red L.E.D.,SAME,0,,,,
Red Sunset (ESP Soft),Red Sunset,redsunset,Red Sunset,1,1,main,main,Red Sunset,Red Sunset,SAME,0,,,,
Redhawk (Melbourne House),Redhawk,redhawk,Redhawk,1,0,main,,Red Hawk,,WORSE,1,1.0,1.0,Red Hawk,main
Kwah! (Melbourne House),Kwah!,kwah,Kwah,1,1,main,main,Kwah!,Kwah!,SAME,0,,,,
Reflex (Players),Reflex,reflex,Reflex,1,1,main,main,Reflex,Reflex,SAME,0,,,,
Reisende im Wind 2 (Infogrames) (de),Reisende im Wind 2,reisendeimwind2,Reisende im Wind 2,0,0,,,,,SAME,1,0.20512820512820515,0.6032323232323232,Renegade (Imagine Software),main
